Title,Employer,Location,Published,Job Type,URL,Description
doctoral student in sustainable scaling of seaweed production and processing,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-sustainable-scaling-of-seaweed-production-and-processing/225361,project descriptionthird-cycle subject: industrial ecologythis phd project is a collaborative knowledge exchange initiative between sweden (kth royal institute of technology and the formas-funded b...
phd position on quantum sensing of biomolecules and their chemical stimuli (p2403) 100%,university of basel,Switzerland,Published 4 days ago,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position-on-quantum-sensing-of-biomolecules-and-their-chemical-stimuli-p2403-100/226257,"for the prestigious phd school of the swiss nanoscience institute (sni), we solicit applications for a paid 4-year phd student position in the biomolecular nano-dynamics group at the dept. of chemi..."
doctoral students in wireless networks with large ai models,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-students-in-wireless-networks-with-large-ai-models/225364,"project descriptionthird-cycle subject: electrical engineeringwith the development of computing and communication technologies, and emerging data-driven applications, e.g., iot based intelligent sy..."
doctoral student in programming languages and large language models,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-programming-languages-and-large-language-models/225367,"project descriptionthird-cycle subject: information and communication technologythe doctoral student position focuses on fundamental research combining programming languages theory, compilers, and ..."
doctoral student in auvs for optimizing use of ocean spaces,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-auvs-for-optimizing-use-of-ocean-spaces/225368,"project descriptionthird-cycle subject: vehicle and maritime engineeringkth royal institute of technology is part of blue food – centre for the future of seafood, a nationally funded initiative aim..."
doctoral student in critical cartography and spatial analysis,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-critical-cartography-and-spatial-analysis/225370,"project descriptionthird-cycle subject: architecturein this project, you will develop spatial analysis and mapping as knowledge challenges from a critical cartography and mapping perspective – how ..."
ph.d position in sustainable energy materials,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/phd-position-in-sustainable-energy-materials/225374,"project descriptionthird-cycle subject: applied physicsthe light & matter physics division conducts both fundamental and applied research across multitude scientific fields, with a strong focus on ..."
doctoral student in soil and rock mechanics (climate adaption),kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-soil-and-rock-mechanics-climate-adaption/225375,project descriptionthird-cycle subject: civil and architectural engineering (specialization in soil and rock mechanics)we are seeking a doctoral student to join the division of soil and rock mechan...
doctoral students in large language model inferencing,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-students-in-large-language-model-inferencing/225376,"project descriptionthird-cycle subject: computer sciencethe advertised doctoral student positions are within an ambitious, 5-year wallenberg scholar project titled “scalable and adaptive inferencin..."
doctoral student in physical chemistry & environmental chemistry,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-physical-chemistry-environmental-chemistry/225379,project descriptionthird-cycle subject: chemistrydetection of criegee intermediates and investigation of their reactions in earth’s atmospherethe composition of earth’s atmosphere and its ability t...
doctoral student in theoretical condensed matter physics,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-theoretical-condensed-matter-physics/225381,project descriptionthird-cycle subject: physicsthe group of egor babaev at the department of physics of kth royal institute of technology has an opening for two doctoral students in the field of t...
doctoral student in membrane integration/intensification for crm recovery,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-membrane-integrationintensification-for-crm-recovery/225383,"project descriptionthird-cycle subject: chemical science and engineeringthis doctoral position is offered by the division of resource recovery, within the department of chemical engineering. our re..."
doctoral student in crystallization for crm recovery,kth royal institute of technology,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-crystallization-for-crm-recovery/225384,"project descriptionthird-cycle subject: che chemical science and engineeringthis doctoral position is offered by the division of resource recovery, within the department of chemical engineering. ou..."
phd position on data-driven healthcare models for pandemic preparation,university of twente,The netherlands,Published 4 days ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-on-data-driven-healthcare-models-for-pandemic-preparation/226258,"job descriptionaccess to care is a fundamental human right to be maintained even during a health crisis. pandemics, large outbreaks of infectious diseases such as influenza, or outbreaks of high-co..."
2 doctoral positions in latin and greek literature,university of basel,Switzerland,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-of-basel/2024/2-doctoral-positions-in-latin-and-greek-literature/225411,"the department of ancient civilizations is home to all disciplines within the faculty of humanities and social sciences concerned with the ancient world (archaeology, history, literature). the depa..."
phd position,university of basel,Switzerland,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position/225412,the department of biomedicine is a joint effort between the university of basel and the university hospitals basel. it unites basic and clinical scientists to advance our understanding of health an...
phd candidate physics-informed neural networks for multi-hazard modelling,university of twente,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-candidate-physics-informed-neural-networks-for-multi-hazard-modelling/225413,"job descriptionnatural hazards such as earthquakes, floods, and landslides pose significant risks to human populations, infrastructure, and ecosystems. these hazards rarely occur in isolation; they..."
phd position on multimodal information fusion in dynamic environments,university of twente,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-on-multimodal-information-fusion-in-dynamic-environments/225414,job descriptionthe pervasive systems research group at the university of twente is looking for a highly motivated phd candidate to perform research and development on integrating heterogeneous info...
phd position in genomics of structural heart defects,ku leuven,Belgium,Published 3 weeks ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-in-genomics-of-structural-heart-defects/225416,we seek a motivated phd researcher to join the ‘deepheartnet’ project. this project is aimed at characterizing the genetic etiology of non-syndromic congenital heart defects (ns-chd) by analyzing t...
"fully funded phd positions in business and management at rotterdam school of management, erasmus university (rsm)",erasmus university rotterdam,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-business-and-management-at-rotterdam-school-of-management-erasmus-university-rsm/225441,"*four-year fully funded projects with possible extension and state-of-the-art facilities*erasmus research institute of management (erim) is the joint research institute of rotterdam school of management, erasmus university (rsm) and the erasmus sc..."
"fully funded phd positions in marketing management at rotterdam school of management, erasmus university (rsm)",erasmus university rotterdam,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-marketing-management-at-rotterdam-school-of-management-erasmus-university-rsm/225443,"*four-year fully funded projects with possible extension and state-of-the-art facilities*erasmus research institute of management (erim) is the joint research institute of rotterdam school of management, erasmus university (rsm) and the erasmus sc..."
"fully funded phd positions in organisational behaviour, human resource management and sustainability and management at rotterdam school of management, erasmus university (rsm)",erasmus university rotterdam,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-organisational-behaviour-human-resource-management-and-sustainability-and-management-at-rotterdam-school-of-management-erasmus-university-rsm/225444,"*four-year fully funded projects with possible extension and state-of-the-art facilities*erasmus research institute of management (erim) is the joint research institute of rotterdam school of management, erasmus university (rsm) and the erasmus sc..."
"fully funded phd positions in finance and accounting at rotterdam school of management, erasmus university (rsm)",erasmus university rotterdam,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-finance-and-accounting-at-rotterdam-school-of-management-erasmus-university-rsm/225445,"*four-year fully funded projects with possible extension and state-of-the-art facilities*erasmus research institute of management (erim) is the joint research institute of rotterdam school of management, erasmus university (rsm) and the erasmus sc..."
"fully funded phd positions in strategy and entrepreneurship at rotterdam school of management, erasmus university (rsm)",erasmus university rotterdam,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-strategy-and-entrepreneurship-at-rotterdam-school-of-management-erasmus-university-rsm/225446,"*four-year fully funded projects with possible extension and state-of-the-art facilities*erasmus research institute of management (erim) is the joint research institute of rotterdam school of management, erasmus university (rsm) and the erasmus sc..."
"fully funded phd positions in business processes, logistics & information systems at rotterdam school of management, erasmus university (rsm)",erasmus university rotterdam,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/erasmus-university-rotterdam/2024/fully-funded-phd-positions-in-business-processes-logistics-information-systems-at-rotterdam-school-of-management-erasmus-university-rsm/225447,"* four-year fully funded projects with possible extension and state-of-the-art facilities*erasmus research institute of management (erim) is the joint research institute of rotterdam school of management, erasmus university (rsm) and the erasmus s..."
phd candidate in machine learning security & testing,university of luxembourg,Luxembourg,Published 4 days ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-candidate-in-machine-learning-security-testing/226259,"about the sntthe university of luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.the interdisciplinary centre for security, reliabili..."
phd student in real-time post-processing of flood forecasts in alpine space (f/m/d),"swiss federal institute for forest, snow and landscape research wsl",Switzerland,Published 3 weeks ago,PhD,https://academicpositions.com/ad/swiss-federal-institute-for-forest-snow-and-landscape-research-wsl/2024/phd-student-in-real-time-post-processing-of-flood-forecasts-in-alpine-space-fmd/225460,"the swiss federal institute for forest, snow and landscape research wsl is part of the eth domain. approximately 600 people work on the sustainable use and protection of the environment and on the ..."
doctoral researcher in chemical engineering,lut university,Finland,Published 3 weeks ago,PhD,https://academicpositions.com/ad/lut-university/2024/doctoral-researcher-in-chemical-engineering/225462,"the department of separation science at lut university is hiring a junior (doctoral) researcher with lut doctoral school funding for 2025–2028. the position is focused on materials science, chemical engineering, chemistry, environmental science or..."
"phd scholarship at the department of anthropology, university of copenhagen (ucph)",university of copenhagen,Denmark,Published 6 days ago,PhD,https://academicpositions.com/ad/university-of-copenhagen/2024/phd-scholarship-at-the-department-of-anthropology-university-of-copenhagen-ucph/226191,applications are invited for a phd scholarship at the department of anthropology. enrolment will be at the faculty of social sciences under copenhagen graduate school of social sciences.the position starting date is 1 march 2025.introductionthe pr...
10+ fully funded phd positions at the imprs for molecular organ biology,imprs for molecular organ biology,Germany,Published 3 weeks ago,PhD,https://academicpositions.com/ad/imprs-for-molecular-organ-biology/2024/10-fully-funded-phd-positions-at-the-imprs-for-molecular-organ-biology/225468,join the international max planck research school for molecular organ biology (imprs-mob) and unlock a world of opportunities as a fully funded phd candidate! imprs-mob offers an innovative and dynamic graduate program in three prominent scientifi...
two phd positions on `internet of secure things’ (intersect),eindhoven university of technology,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/two-phd-positions-on-internet-of-secure-things-intersect/225475,"position phd-studentirène curie fellowship nodepartment(s) mathematics and computer sciencefte 1,0date off 08/12/2024reference number v32.7659job descriptionthe digitalization of our society and our economy has led to a dependency on information a..."
phd on the impact of outdoor lighting (and darkness) at cultural heritage sites,eindhoven university of technology,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-on-the-impact-of-outdoor-lighting-and-darkness-at-cultural-heritage-sites/225476,"are you fascinated by outdoor lighting? eager to work on developing methods to evaluate the broad effects of lighting on residents and local communities? passionate about multidisciplinary research and cross-cultural collaboration? if so, then thi..."
phd student - department of linguistics,ghent university,Belgium,Published 3 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-linguistics/225478,"last application date dec 18, 2024 00:00department lw06 - department of linguisticscontract limited durationdegree a master’s degree relevant to the research project (e.g. in swedish linguistics or scandinavian languages)occupancy rate 100%vacancy..."
doctoral fellow - department of plants and crops,ghent university,Belgium,Published 3 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/doctoral-fellow-department-of-plants-and-crops/225479,"last application date dec 10, 2024 00:00department la21 - department of plants and cropscontract limited durationdegree master's degree in bioscience engineering, industrial sciences, engineering or chemistryoccupancy rate 100%vacancy type researc..."
phd student - department of plants and crops,ghent university,Belgium,Published 3 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-plants-and-crops/225480,"last application date dec 10, 2024 00:00department la21 - department of plants and cropscontract limited durationdegree master's degree in bioscience engineering, biology or geographyoccupancy rate 100%vacancy type research staffjob descriptionghe..."
phd student - department of architecture and urban planning,ghent university,Belgium,Published 3 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-architecture-and-urban-planning/225490,"last application date dec 08, 2024 00:00department tw01 - department of architecture and urban planningcontract limited durationdegree master of science in engineeringoccupancy rate 100%vacancy type research staffjob descriptionyou will conduct re..."
phd position in fluid mechanics and numerics for thermochemical heat storage - 36 months fixed-term contract,mines saint-étienne,France,Published 3 weeks ago,PhD,https://academicpositions.com/ad/mines-saint-etienne/2024/phd-position-in-fluid-mechanics-and-numerics-for-thermochemical-heat-storage-36-months-fixed-term-contract/225492,"description de l'offre d'emploijob environment:institut mines-télécom is the leading public group of engineering and management grandes écoles in france. consisting of eight public graduate grandes écoles and two subsidiary graduate schools, insti..."
phd position on health systems engineering (hse),university of twente,The netherlands,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-on-health-systems-engineering-hse/225495,"job descriptionwe are looking for a highly motivated, enthusiastic, and curious phd candidate to join our innovative health technology and services research (htsr) section at the faculty of behavio..."
phd student - department of languages and cultures,ghent university,Belgium,Published 3 weeks ago,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-department-of-languages-and-cultures/225498,"last application date dec 31, 2024 00:00department lw21 - department of languages and culturescontract limited durationdegree masteroccupancy rate 100%vacancy type research staffjob descriptionabout ghent universityghent university is a world of i..."
phd position in glioblastoma immunology,karolinska institutet,Sweden,Published 3 weeks ago,PhD,https://academicpositions.com/ad/karolinska-institutet/2024/phd-position-in-glioblastoma-immunology/225501,"are you driven by a desire to contribute to groundbreaking medical research?the sten linnarsson lab, part of the unit of molecular neurobiology at the department of medical biochemistry and biophys..."
chercheur en formation doctorale (phd) en droit privé,university of luxembourg,Luxembourg,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/chercheur-en-formation-doctorale-phd-en-droit-prive/225503,about the fdefl'université du luxembourg est une université de recherche internationale au caractère nettement multilingue et interdisciplinaire. elle favorise l'enrichissement mutuel de la recherc...
"doctoral scholarship holder design, upscaling and optimization of environmentally friendly and economically viable photo-electrochemical technologies",university of antwerp,Belgium,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-design-upscaling-and-optimization-of-environmentally-friendly-and-economically-viable-photo-electrochemical-technologies/225504,"let’s shape the future - university of antwerpthe university of antwerp is a dynamic, forward-thinking, european university. we offer an innovative academic education to more than 20000 students, c..."
"phd position ""novel approaches to the lisa global-fit and catalog problems""",eth zürich,Switzerland,Published 3 weeks ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-novel-approaches-to-the-lisa-global-fit-and-catalog-problems/225506,"phd position ""novel approaches to the lisa global-fit and catalog problems""in 2015, the ligo–virgo collaboration achieved the first detection of high-frequency gravitational radiation, confirming e..."
"phd position ""characterizing the very-low-frequency stochastic gravitational-wave background with pulsar-timing-array observations""",eth zürich,Switzerland,Published 3 weeks ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-characterizing-the-very-low-frequency-stochastic-gravitational-wave-background-with-pulsar-timing-array-observations/225507,"phd position ""characterizing the very-low-frequency stochastic gravitational-wave background with pulsar-timing-array observations""in 2015, the ligo–virgo collaboration achieved the first detection..."
phd position in finance (75%),university of neuchâtel,Switzerland,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-neuchatel/2024/phd-position-in-finance-75/225522,"the institute of financial analysis at the university of neuchâtel invites applications for a phd position in finance with a research focus on corporate finance, financial intermediation, financial markets or sustainability and finance, starting f..."
phd-student: tribochemical wear with relevance to nanolithography,advanced research center for nanolithography arcnl,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/advanced-research-center-for-nanolithography-arcnl/2024/phd-student-tribochemical-wear-with-relevance-to-nanolithography/225635,work activities are you interested in simultaneously unraveling the fundamentals of wear and contributing to the solution of friction-related challenges in computer chip production? at the advanced...
phd position in causal machine learning,eindhoven university of technology,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-position-in-causal-machine-learning/225653,"position phd-studentirène curie fellowship nodepartment(s) mathematics and computer sciencefte 1,0date off 05/12/2024reference number v32.7865job descriptionthe uncertainty in artificial intelligence (uai) group is a quickly growing group embedded..."
phd ta on geometry and algebra,eindhoven university of technology,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-ta-on-geometry-and-algebra/225654,"position phd-studentirène curie fellowship nodepartment(s) mathematics and computer sciencefte 1,0date off 15/12/2024reference number v32.7866job descriptionare you inspired by interactions between different fields of mathematics?this phd will giv..."
phd interdisciplinary team teaching in challenge-based learning,eindhoven university of technology,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-interdisciplinary-team-teaching-in-challenge-based-learning/225655,"position phd-studentirène curie fellowship nodepartment(s) applied physics and science educationfte 1,0date off 04/12/2024reference number v34.7867job descriptionare you passionate about shaping the future of engineering education? are you eager t..."
four-year funded integrated phds in translational biomedical sciences,university of southampton (uos) and queen mary university of london (qmul),Not recognized,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-southampton-uos-and-queen-mary-university-of-london-qmul/2024/four-year-funded-integrated-phds-in-translational-biomedical-sciences/225658,the university of southampton (uos) and queen mary university of london (qmul) are russell group universities with world-leading research programmes and are proud to offer medical research council funded doctoral training programme (mrc dtp) phd s...
phd research fellow in similarities and differences in laboratory and commercial lithium-ion battery,university of agder (uia),Norway,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-agder-uia/2024/phd-research-fellow-in-similarities-and-differences-in-laboratory-and-commercial-lithium-ion-battery/225666,"about the positiona 100% position is available at the university of agder, faculty of engineering and science as a ph.d. research fellow in the field of lithium-ion battery cell research affiliated to the department of engineering sciences, for a ..."
"doctoral researcher (gamification, games & play, extended reality), 1–3 positions",tampere university,Finland,Published 2 weeks ago,PhD,https://academicpositions.com/ad/tampere-university/2024/doctoral-researcher-gamification-games-play-extended-reality-1-3-positions/225669,"tampere university and tampere university of applied sciences create a unique environment for multidisciplinary, inspirational and high-impact research and education. our universities community has its competitive edges in technology, health and s..."
university assistant prae-doc (all genders) 30 hours/week | limited to 4 years - institute of logic and computation,tu wien,Austria,Published 4 days ago,PhD,https://academicpositions.com/ad/tu-wien/2024/university-assistant-prae-doc-all-genders-30-hoursweek-limited-to-4-years-institute-of-logic-and-computation/226263,"tu wien is austria's largest institution of research and higher education in the fields of technology and natural sciences. with over 26,000 students and more than 4000 scientists, research, teachi..."
"doctoral scholarship holder applied engineering, with a focus on modelling future indoor thermal comfort within the urban building stock",university of antwerp,Belgium,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-applied-engineering-with-a-focus-on-modelling-future-indoor-thermal-comfort-within-the-urban-building-stock/225674,"let’s shape the future - university of antwerpthe university of antwerp is a dynamic, forward-thinking, european university. we offer an innovative academic education to more than 20000 students, c..."
"phd position digital humanities, ai, and citizen science",university of twente,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-digital-humanities-ai-and-citizen-science/225676,job descriptionwe are looking for a talented and motivated phd candidate in the field of digital humanities to research the motivation of citizen scientists to annotate textual and graphic patterns...
doctoral student in machine design,jönköping university,Sweden,Published 2 weeks ago,PhD,https://academicpositions.com/ad/jonkoping-university/2024/doctoral-student-in-machine-design/225679,are you passionate about sustainability and eager to make a real impact? join our team as doctoral student in the research project in2circ- information needs to drive products and production toward...
university assistant prae-doc (all genders) 30 hours/week | limited to 4 years - institute of building and industrial construction,tu wien,Austria,Published 2 weeks ago,PhD,https://academicpositions.com/ad/tu-wien/2024/university-assistant-prae-doc-all-genders-30-hoursweek-limited-to-4-years-institute-of-building-and-industrial-construction/225683,"tu wien is austria's largest institution of research and higher education in the fields of technology and natural sciences. with over 26,000 students and more than 4000 scientists, research, teachi..."
phd position on infinite-dimensional bayesian inversion of physics-based models,ku leuven,Belgium,Published 2 weeks ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-on-infinite-dimensional-bayesian-inversion-of-physics-based-models/225692,"this phd position is supervised by prof. geert lombaert (department of civil engineering), and co-supervised by prof. giovanni samaey (department of computer science). the position is based in the ..."
"doctoral researcher to work in a project ""cognitive and neural mechanisms for processing of memorable visual stimuli""",university of jyväskylä,Finland,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-jyvaskyla/2024/doctoral-researcher-to-work-in-a-project-cognitive-and-neural-mechanisms-for-processing-of-memorable-visual-stimuli/225708,"the department of psychology is seeking to recruit a doctoral researcher to join a research council of finland project ""cognitive and neural mechanisms for processing of memorable visual stimuli"" l..."
phd position: design and manufacturing of adaptive winglets for green aviation,university of twente,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-design-and-manufacturing-of-adaptive-winglets-for-green-aviation/225710,"job descriptionthe chairs of nonlinear solid mechanics (nsm) and advanced manufacturing for sustainable products and energy systems (ampses), within faculty of engineering technology, have an openi..."
university assistant (prae-doc) 30 hours/week | limited to 4 years - institut für visual computing and human-centered technology,tu wien,Austria,Published 2 weeks ago,PhD,https://academicpositions.com/ad/tu-wien/2024/university-assistant-prae-doc-30-hoursweek-limited-to-4-years-institut-fur-visual-computing-and-human-centered-technology/225713,"tu wien is austria's largest institution of research and higher education in the fields of technology and natural sciences. with over 26,000 students and more than 4000 scientists, research, teachi..."
university assistant prae-doc (all genders) 30 hours/week | limited to 4 years - institut für visual computing and human-centered technology,tu wien,Austria,Published 2 weeks ago,PhD,https://academicpositions.com/ad/tu-wien/2024/university-assistant-prae-doc-all-genders-30-hoursweek-limited-to-4-years-institut-fur-visual-computing-and-human-centered-technology/225714,"tu wien is austria's largest institution of research and higher education in the fields of technology and natural sciences. with over 26,000 students and more than 4000 scientists, research, teachi..."
doctoral researcher for the topic “nature-based water treatment systems in mining waters”,university of oulu,Finland,Published 3 weeks ago,PhD,https://academicpositions.com/ad/university-of-oulu/2024/doctoral-researcher-for-the-topic-nature-based-water-treatment-systems-in-mining-waters/225528,"the university of oulu is a multidisciplinary, international research university, with about 3,600 employees who produce new knowledge based on high-standards research and provide research based ed..."
"phd vacancy, chemical proteomics and drug discovery",leiden university,The netherlands,Published 6 days ago,PhD,https://academicpositions.com/ad/leiden-university/2024/phd-vacancy-chemical-proteomics-and-drug-discovery/226197,"vacancy number 15307job type phd positionshours (in fte) 1,0external/ internal externallocation leidenplaced on 26 november 2024closing date 1 march 2025phd vacancy, chemical proteomics and drug discovery leiden institute of chemistry, the netherl..."
phd positions at international max planck research school on cellular biophysics,international max planck research school on cellular biophysics (imprs-cbp),Germany,Published 1 week ago,PhD,https://academicpositions.com/ad/international-max-planck-research-school-on-cellular-biophysics-imprs-cbp/2024/phd-positions-at-international-max-planck-research-school-on-cellular-biophysics/225537,are you ready to tackle today’s most pressing questions in cellular biophysics? join us at the imprs on cellular biophysics (imprs-cbp) for an exciting opportunity to pursue your phd with world-leading scientists at the forefront of biophysical re...
phd position in nanomaterials engineering for intraocular infection with antimicrobial resistant bacteria,empa,Switzerland,Published 2 weeks ago,PhD,https://academicpositions.com/ad/empa/2024/phd-position-in-nanomaterials-engineering-for-intraocular-infection-with-antimicrobial-resistant-bacteria/225539,"materials science and technology are our passion. with our cutting-edge research, empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
phd candidate statistics &amp; data science 100%,university of basel,Switzerland,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-candidate-statistics-amp-data-science-100/225545,"the faculty of psychology is one of seven faculties of the oldest university in switzerland. with our core focus on society & choice and health & interventions, we are successful both nationally an..."
phd and postdoc positions in human-centred explainable ai,ku leuven,Belgium,Published 2 weeks ago,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-and-postdoc-positions-in-human-centred-explainable-ai/225551,the augment group is is one of the research units of the human-computer-interaction section of the department of computer science of ku leuven. research in the augment group focuses on human-center...
phd student in business tendency surveys,eth zürich,Switzerland,Published 2 weeks ago,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-student-in-business-tendency-surveys/225552,phd student in business tendency surveysthe kof swiss economic institute at eth zurich is the leading institute for applied research in economics in switzerland. kof has a strong collaborative envi...
phd student in waste science and technology - advancing electrochemical oxidation technique for complete pfas degradation,luleå university of technology,Sweden,Published 2 weeks ago,PhD,https://academicpositions.com/ad/lulea-university-of-technology/2024/phd-student-in-waste-science-and-technology-advancing-electrochemical-oxidation-technique-for-complete-pfas-degradation/225569,"reference number 4414-2024luleå university of technology is in strong growth with world-leading competence in several research areas. we shape the future through innovative education and ground-breaking research results, and based on the arctic re..."
phd position on integrated modular ship and manufacturing development,university of southern denmark,Denmark,Published 2 weeks ago,PhD,https://academicpositions.com/ad/university-of-southern-denmark/2024/phd-position-on-integrated-modular-ship-and-manufacturing-development/225572,"sdu center for large structure production (lsp), part of the maersk mc-kinney moller institute, university of southern denmark (sdu), invites applications for a fully funded phd position on the topic of robotized methods and technologies for modul..."
2 phd - nwo oc-l project images on the move,leiden university,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/leiden-university/2024/2-phd-nwo-oc-l-project-images-on-the-move/225578,"vacancy number 15273job type phd positionshours (in fte) 1,0external/ internal externallocation leidenplaced on 12 november 2024closing date 8 december 2024 26 more days to applyleiden university centre for the arts in society (lucas) invites appl..."
phd candidate on (peri-)urban nature-climate interactions,leiden university,The netherlands,Published 2 weeks ago,PhD,https://academicpositions.com/ad/leiden-university/2024/phd-candidate-on-peri-urban-nature-climate-interactions/225581,"vacancy number 15262job type phd positionshours (in fte) 1,0external/ internal externallocation leidenplaced on 12 november 2024closing date 2 december 2024the institute of environmental sciences (faculty of science at leiden university) is lookin..."
phd on urban energy system modelling,tu wien,Austria,Published 2 weeks ago,PhD,https://academicpositions.com/ad/tu-wien/2024/phd-on-urban-energy-system-modelling/225599,"phd on urban energy system modelling 30 hours/week at the institute of architectural science, in the research unit of building physics and building ecology, we are offering a doctoral project assis..."
phd position in intelligent and sustainable transportation system management,chalmers university of technology,Sweden,Published 2 weeks ago,PhD,https://academicpositions.com/ad/chalmers-university-of-technology/2024/phd-position-in-intelligent-and-sustainable-transportation-system-management/225601,"reference number ref 2024-0605we offer a great opportunity for a highly motivated phd student to join our team working at the forefront of intelligent transport systems. as a phd student, you will work with a passionate and ambitious team focused ..."
phd position in the field of transmission electron microscopy of 2d van der waals layered ferroelectrics,empa,Switzerland,Published 2 weeks ago,PhD,https://academicpositions.com/ad/empa/2024/phd-position-in-the-field-of-transmission-electron-microscopy-of-2d-van-der-waals-layered-ferroelectrics/225602,"materials science and technology are our passion. with our cutting-edge research, empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
