Title,Employer,Location,Published,Closing In,Job Type,URL,Description
"2 PhD positions in Sustainability Research, focus on sustainable agri-food system governance 100%",University of Basel,"Basel,, Switzerland",Published 6 days ago,Closing on: 2024-12-25,PhD,https://academicpositions.com/ad/university-of-basel/2024/2-phd-positions-in-sustainability-research-focus-on-sustainable-agri-food-system-governance-100/226155,"The Sustainability Research Group at the University of Basel, led by Prof. Dr. Janina Grabs, is looking for two PhD researchers to investigate the governance of sustainable agri-food systems, with ..."
Operation and protection of green low-voltage off-grid systems,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing in: 2 days,PhD,https://academicpositions.com/ad/ku-leuven/2024/operation-and-protection-of-green-low-voltage-off-grid-systems/225020,"The research group ELECTA-Ghent conducts applied research on photovoltaics (PV), energy storage, electrical distribution grids, electrical mobility and applied power electronics. The group consists..."
PhD in co-translational protein structure prediction,University of Luxembourg,"Esch-sur-Alzette,, Luxembourg",Published 1 month ago,Closing on: 2025-10-28,PhD,https://academicpositions.com/ad/university-of-luxembourg/2024/phd-in-co-translational-protein-structure-prediction/225022,About the LCSBThe University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character.The Luxembourg Centre for Systems Biomedicine (LCSB...
PhD student Enhancing Legibility: Practical Legibility Research within the Visual Prosody Framework,Hasselt University,"Hasselt,, Belgium",Published 6 days ago,Closing on: 2025-01-06,PhD,https://academicpositions.com/ad/hasselt-university/2024/phd-student-enhancing-legibility-practical-legibility-research-within-the-visual-prosody-framework/226165,"BackgroundWith PXL-MAD School of Arts, and more specifically MAD-Research, we want to set the pace in the field of artistic research. The intellectual and artistic core of MAD-Research is the explo..."
PhD position (f/m/x) on Experimental Physics - CRC 1238 ‘Control and dynamics of quantum materials‘ Wiss2410-20 | Institute of Physics II | AG Lindfors-Vrejoiu,University of Cologne,"Cologne,, Germany",Published 1 month ago,Closing in: 7 days,PhD,https://academicpositions.com/ad/university-of-cologne/2024/phd-position-fmx-on-experimental-physics-crc-1238-control-and-dynamics-of-quantum-materials-wiss2410-20-institute-of-physics-ii-ag-lindfors-vrejoiu/225028,Faculty of Mathematics and Natural Sciences PhD position (f/m/x) on Experimental Physics - CRC 1238 ‘Control and dynamics of quantum materials‘ Institute of Physics II | AG Lindfors-Vrejoiu We are ...
Marie-Curie (MSCA) PhD Position: Application of system thinking and system safety to head-foot steering system for your powered wheelchair (AERIALIST DC1),KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing on: 2025-10-01,PhD,https://academicpositions.com/ad/ku-leuven/2024/marie-curie-msca-phd-position-application-of-system-thinking-and-system-safety-to-head-foot-steering-system-for-your-powered-wheelchair-aerialist-dc1/225047,"At the M-Group at KU Leuven Bruges Campus, we are driving innovation in interconnected, intelligent mechatronic systems. The research group focusses on making systems reliable by developing new tec..."
A EMI Risk management of Assistive Health Technology (AERIALIST DC3),KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing on: 2025-01-10,PhD,https://academicpositions.com/ad/ku-leuven/2024/a-emi-risk-management-of-assistive-health-technology-aerialist-dc3/225048,"At the M-Group at KU Leuven Bruges Campus, we are driving innovation in interconnected, intelligent mechatronic systems. The research group focusses on making systems reliable by developing new tec..."
"PhD student ‘Development of Biobased Smart Packaging using Melt Processing, Ultrasonic Spray Coating and 3D Printing Technologies’",Hasselt University,"Hasselt,, Belgium",Published 6 days ago,Closing on: 2025-01-20,PhD,https://academicpositions.com/ad/hasselt-university/2024/phd-student-development-of-biobased-smart-packaging-using-melt-processing-ultrasonic-spray-coating-and-3d-printing-technologies/226163,"BackgroundYou will be part of a multidisciplinary research team. The MPR&S group (Materials and Packaging Research & Services) focuses on the processing, optimization, and characterization of circu..."
PhD Student - Information Technology,Ghent University,"Ghent,, Belgium",Published 1 month ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-student-information-technology/225066,"Last application date Jan 31, 2025 00:00Department TW05 - Department of Information TechnologyContract Limited durationDegree Master degree in Computer engineering, Electrical engineering, or InformaticsOccupancy rate 100%Vacancy type Research sta..."
Optimising Real-Time Multimodal Data Collection for Assistive Technology (AERIALIST DC5),KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing on: 2025-01-10,PhD,https://academicpositions.com/ad/ku-leuven/2024/optimising-real-time-multimodal-data-collection-for-assistive-technology-aerialist-dc5/225088,"At the M-Group at KU Leuven Bruges Campus, we are driving innovation in interconnected, intelligent mechatronic systems. The research group focusses on making systems reliable by developing new tec..."
"PhD student in mathematics, specifically partial differential equations and spectral theory: three-year position",Aix-Marseille Université,"Marseille,, France",Published 1 month ago,Closing on: 2025-02-03,PhD,https://academicpositions.com/ad/aix-marseille-universite/2024/phd-student-in-mathematics-specifically-partial-differential-equations-and-spectral-theory-three-year-position/225105,"RESEARCHER PROFILE: PhD/R1: First stage Researcher                   RESEARCH FIELD(S)1: MathematicsMAIN SUB RESEARCH FIELD OR DISCIPLINES1: Partial differential equations, spectral theory, asymptotic analysis, differential geometry, Finite elemen..."
"PhD position on multi-material additive manufacturing: manufacturability, microstructure and mechanical properties",ETH Zürich,"Zurich,, Switzerland",Published 3 days ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-on-multi-material-additive-manufacturing-manufacturability-microstructure-and-mechanical-properties/226313,"PhD position on multi-material additive manufacturing: manufacturability, microstructure and mechanical propertiesThe Advanced Manufacturing Lab (AMLZ) opens a PhD position to kick-start a 5-years ..."
A PhD position on the development of cartilage- and bone-specific bioinks for light-based bioprinting,KU Leuven,"Leuven,, Belgium",Published 1 month ago,Closing in: 5 days,PhD,https://academicpositions.com/ad/ku-leuven/2024/a-phd-position-on-the-development-of-cartilage-and-bone-specific-bioinks-for-light-based-bioprinting/225112,The project will be executed in the department of materials engineering and the skeletal biology and engineering research center (SBE) and in close collaboration with the industry. The student will...
2 PhD Positions in Condition Assessment and Design Strategies for Reuse of Façade Glass and Glazing Products,ETH Zürich,"Zurich,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/2-phd-positions-in-condition-assessment-and-design-strategies-for-reuse-of-facade-glass-and-glazing-products/225113,"2 PhD Positions in Condition Assessment and Design Strategies for Reuse of Façade Glass and Glazing ProductsThe Steel and Composite Structures Group in the Institute of Structural Engineering (IBK,..."
"PhD in Economics, Accounting, Finance or Management at Berlin School of Economics",Berlin School of Economics,"Berlin,, Germany",Published 1 month ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/berlin-school-of-economics/2024/phd-in-economics-accounting-finance-or-management-at-berlin-school-of-economics/225162,"The Berlin School of Economics offers career development programs in economics, accounting, finance and management at the PhD and Postdoc levels in a single and unique structure. Eight major institutions active in economics research in the Berlin-..."
"Research Scientist, doctoral researcher",Natural Resources Institute Finland (Luke),"Helsinki,, Finland",Published 3 days ago,Closing on: 2024-12-13,PhD,https://academicpositions.com/ad/natural-resources-institute-finland-luke/2024/research-scientist-doctoral-researcher/226317,We seek a PhD researcher for a research project on identifying and isolating microorganisms that utilize rare earth elements. This role offers a chance to advance your scientific career under the mentorship of leading experts in the field.The ICE-...
Doctoral Researcher in multidisciplinary research of the integration of technology with healthcare education,University of Oulu,"Oulu,, Finland",Published 1 month ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/university-of-oulu/2024/doctoral-researcher-in-multidisciplinary-research-of-the-integration-of-technology-with-healthcare-education/225181,"The University of Oulu is a multidisciplinary, international research university, with about 3,600 employees who produce new knowledge based on high-standards research and provide research based ed..."
PhD position in Systems and Hardware Security,ETH Zürich,"Zurich,, Switzerland",Published 1 month ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-in-systems-and-hardware-security/225193,PhD position in Systems and Hardware SecurityThe Computer Security Group is a research group in the Department of Information Technology and Electrical Engineering at ETH Zürich. We are interested ...
PhD Position – New Synthesis Methods and Production of Polymers and Membranes for AEM Fuel Cells and Electrolyzers,Forschungszentrum Jülich GmbH,"Erlangen,, Germany",Published 3 days ago,,PhD,https://academicpositions.com/ad/forschungszentrum-julich/2024/phd-position-new-synthesis-methods-and-production-of-polymers-and-membranes-for-aem-fuel-cells-and-electrolyzers/226318,Would you like to contribute to the energy transition in Germany through your work? Then the Helmholtz Institute Erlangen-Nürnberg (for Renewable Energy) (HI ERN) is the right place for you! The HI ERN forms the core of the close partnership betwe...
Doctoral Researcher or Postdoctoral Researcher (translational pathology),University of Turku,"Turku,, Finland",Published 3 days ago,Closing on: 2024-12-16,PhD,https://academicpositions.com/ad/university-of-turku/2024/doctoral-researcher-or-postdoctoral-researcher-translational-pathology/226315,We are looking for a highly motivated Doctoral Researcher or Postdoctoral Researcher to join a project that explores the pathogenic mechanisms of familial dilated cardiomyopathy. The project is led...
PhD Research Fellow in ICT – Convergence of Artificial Intelligence and Blockchain Technology,University of Agder (UiA),"Kristiansand,, Norway",Published 1 month ago,Closing on: 2025-01-02,PhD,https://academicpositions.com/ad/university-of-agder-uia/2024/phd-research-fellow-in-ict-convergence-of-artificial-intelligence-and-blockchain-technology/225202,About the positionThe University of Agder invites applications for a full-time fixed-term appointment as PhD candidate in Technology/Information and Communication Technology for a period of three years. The position is currently located in Grimsta...
"PhD Position in Clinical Epidemiology, Public Health and Health Systems 60%- 100%",University of Basel,"Basel,, Switzerland",Published 4 weeks ago,Closing in: 2 days,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position-in-clinical-epidemiology-public-health-and-health-systems-60-100/225214,"The University of Basel has an international reputation of outstanding achievements in research and teaching. Founded in 1460, it is the oldest university in Switzerland and has a history of succes..."
PhD (4 years) on experimental testing of composites for hydrogen tanks,Ghent University,"Ghent,, Belgium",Published 4 weeks ago,,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-4-years-on-experimental-testing-of-composites-for-hydrogen-tanks/225217,"Belgium has been taking a leading position in the transition towards a hydrogen economy thanks to many companies and research institutes active in hydrogen technologies. In addition, Belgium has currently the second largest hydrogen pipeline netwo..."
PhD (4 years) on micromechanical testing and interface characterization of composites,Ghent University,"Ghent,, Belgium",Published 4 weeks ago,,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-4-years-on-micromechanical-testing-and-interface-characterization-of-composites/225219,We are looking for a PhD student for a research project on microscale mechanical characterization of fiber reinforced polymer composites using in-situ microscopic techniques. Much more fundamental insights and measurements at the micro-scale are n...
PhD (4 years) on structural health monitoring of composite hydrogen tanks using guided elastic waves,Ghent University,"Ghent,, Belgium",Published 4 weeks ago,,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-4-years-on-structural-health-monitoring-of-composite-hydrogen-tanks-using-guided-elastic-waves/225220,UGent-MMS is partner in a large research project with several leading companies in the automotive industry. This research project aims at developing composite solutions for future hydrogen storage tanks. This PhD vacancy is focused on the use of g...
PhD/postdoc (4 years) on experimental and numerical study of textile-based armor for blast and fragment protection,Ghent University,"Ghent,, Belgium",Published 4 weeks ago,,PhD,https://academicpositions.com/ad/ghent-university/2024/phd-postdoc-4-years-on-experimental-and-numerical-study-of-textile-based-armor-for-blast-and-fragment-protection/225221,"Ballistic protection concerns apparel, vests, armors, helmets and structural reinforcement for vehicles as well. Woven, knitted or nonwoven fabrics, laminates, and composites are an interesting option for ballistic protection because of their ligh..."
"Doctoral fellow - Department of Translation, Interpreting and Communication",Ghent University,"Ghent,, Belgium",Published 4 weeks ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/ghent-university/2024/doctoral-fellow-department-of-translation-interpreting-and-communication/225240,"Last application date Dec 02, 2024 00:00Department LW22 - Department of Translation, Interpreting and CommunicationContract Limited durationDegree MAOccupancy rate 100%Vacancy type Research staffJob descriptionYOUR JOBThe Doctoral Fellow will be e..."
Research Assistant (PhD position) (f/m/d) in the Graduate Program PhoQS FUTURE,University of Paderborn,"Paderborn,, Germany",Published 4 weeks ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/university-of-paderborn/2024/research-assistant-phd-position-f-m-d-in-the-graduate-program-phoqs-future/225241,"Paderborn University is a high-performance and internationally oriented university. Within interdisciplinary teams, we undertake forward-looking research, design innovative teaching concepts and actively transfer knowledge into society. As an impo..."
Three-year PhD position in Neurosciences: pathogenic mechanisms in Alzheimer's disease,Aix-Marseille Université,"Marseille,, France",Published 6 days ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/aix-marseille-universite/2024/three-year-phd-position-in-neurosciences-pathogenic-mechanisms-in-alzheimers-disease/226190,RESEARCHER PROFILE: PhD/ R1: First stage Researcher                  RESEARCH FIELD(S)1: Biology - NeurosciencesMAIN SUB RESEARCH FIELD OR DISCIPLINES1: Biology - NeurosciencesJOB /OFFER DESCRIPTION A 3-year full-time doctoral position is availabl...
PhD Position - Structural analysis and optimisation of fully-recycled concrete structures,ETH Zürich,"Zurich,, Switzerland",Published 3 weeks ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-structural-analysis-and-optimisation-of-fully-recycled-concrete-structures/225281,"PhD Position - Structural analysis and optimisation of fully-recycled concrete structuresGreenhouse gas (GHG) emissions from material extraction, manufacturing of construction products, as well as ..."
PhD Position - Development of a computational infrastructure for the cross-disciplinary design of fully-recycled concrete structures,ETH Zürich,"Zurich,, Switzerland",Published 3 weeks ago,,PhD,https://academicpositions.com/ad/eth-zurich/2024/phd-position-development-of-a-computational-infrastructure-for-the-cross-disciplinary-design-of-fully-recycled-concrete-structures/225282,"PhD Position - Development of a computational infrastructure for the cross-disciplinary design of fully-recycled concrete structuresGreenhouse gas (GHG) emissions from material extraction, manufact..."
PhD position: Reversibility of dispersion and emulsion structure and functionality upon drying / redispersion,KU Leuven,"Leuven,, Belgium",Published 3 weeks ago,Closing on: 2024-12-14,PhD,https://academicpositions.com/ad/ku-leuven/2024/phd-position-reversibility-of-dispersion-and-emulsion-structure-and-functionality-upon-drying-redispersion/225286,"The aim of the Soft Matter, Rheology and Technology (SMaRT) division is to foster and conduct research on soft matter and the rheology of complex fluids on a fundamental level as well as their appl..."
5 PhD Positions at the Norwegian School of Economics,NHH Norwegian School of Economics,"Bergen,, Norway",Published 3 weeks ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/norwegian-school-of-economics-nhh/2024/5-phd-positions-at-the-norwegian-school-of-economics/225288,"NHH Norwegian School of Economics is pleased to announce 5 PhD vacancies within the following areas: (1) Accounting and Auditing, (2) Economics, (3) Business and Management Science, (4) Strategy and Management and (5) Finance. Candidates admitted ..."
"PhD candidate (1,0 FTE) or Postdoctoral researcher (1,0 FTE) in Ancient Central Asian (Tarim Basin)",Leiden University,"Leiden,, The Netherlands",Published 3 weeks ago,Closing in: 2 days,PhD,https://academicpositions.com/ad/leiden-university/2024/phd-candidate-1-0-fte-or-postdoctoral-researcher-1-0-fte-in-ancient-central-asian-tarim-basin/225289,"Vacancy number 15257Job type PhD positionsHours (in fte) 1,0External/ internal ExternalLocation LeidenPlaced on 5 November 2024Closing date 3 December 2024 Leiden University, Faculty of Humanities, Leiden University Centre for Linguistics (LUCL), ..."
"PhD candidate (1,0 FTE) or Postdoctoral researcher (1,0 FTE) in Central Asian (Tarim Basin) Palaeogr",Leiden University,"Leiden,, The Netherlands",Published 3 weeks ago,Closing in: 2 days,PhD,https://academicpositions.com/ad/leiden-university/2024/phd-candidate-1-0-fte-or-postdoctoral-researcher-1-0-fte-in-central-asian-tarim-basin-palaeogr/225290,"Vacancy number 15258Job type PhD positionsHours (in fte) 1,0External/ internal ExternalLocation LeidenPlaced on 5 November 2024Closing date 3 December 2024Leiden University, Faculty of Humanities, Leiden University Centre for Linguistics (LUCL), i..."
PhD position: AI for Monitoring and Prognostics of Power Electronics Converters,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 3 weeks ago,Closing in: 7 days,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-position-ai-for-monitoring-and-prognostics-of-power-electronics-converters/225294,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Electrical EngineeringFTE 1,0Date off 08/12/2024Reference number V36.7853Job descriptionBackgroundPower electronics converters (PECs) are systems that process electric power in various app..."
PhD in Carbon Membranes Development,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 3 weeks ago,Closing in: 7 days,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-in-carbon-membranes-development/225295,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Chemical Engineering and ChemistryFTE 1,0Date off 08/12/2024Reference number V37.7855Job descriptionFor a recently awarded European PhD research grant (HERMES project) we are looking for a..."
PhD Machine learning on large databases for interventional cardiac PCI treatment,Eindhoven University of Technology,"Eindhoven,, The Netherlands",Published 3 weeks ago,Closing on: 2024-12-30,PhD,https://academicpositions.com/ad/eindhoven-university-of-technology/2024/phd-machine-learning-on-large-databases-for-interventional-cardiac-pci-treatment/225297,"Position PhD-studentIrène Curie Fellowship NoDepartment(s) Electrical EngineeringFTE 1,0Date off 30/12/2024Reference number V36.7852Job descriptionProject description:Background and motivationThe time delay between medically relevant innovations a..."
Ph.D. position on Compression-Dominant 3D-Printed Concrete Structural Systems for Buildings,Empa,"Dübendorf,, Switzerland",Published 3 weeks ago,,PhD,https://academicpositions.com/ad/empa/2024/phd-position-on-compression-dominant-3d-printed-concrete-structural-systems-for-buildings/225301,"Materials science and technology are our passion. With our cutting-edge research, Empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. ..."
"PhD Research Fellow in Information, Library, and Archival Studies",OsloMet – Oslo Metropolitan University,"Oslo,, Norway",Published 3 weeks ago,Closing on: 2025-01-19,PhD,https://academicpositions.com/ad/oslo-metropolitan-university/2024/phd-research-fellow-in-information-library-and-archival-studies/225306,"The Department of Archivistics, Library and Information Science has a 3-year fixed-term position available as a PhD Research Fellow in Information, Library, and Archival Studies, a specialization u..."
PhD position in Biophysics at the University of Twente,University of Twente,"Enschede,, The Netherlands",Published 3 weeks ago,Closing on: 2024-12-15,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-in-biophysics-at-the-university-of-twente/225308,"Job descriptionJoin the NBP group, a multidisciplinary team at the University of Twente, where physics, chemistry and biology converge. We are dedicated to understanding intrinsically disordered pr..."
Doctoral Program in Finance,University of Geneva,"Geneva,, Switzerland",Published 3 weeks ago,Closing on: 2025-01-15,PhD,https://academicpositions.com/ad/university-of-geneva/2024/doctoral-program-in-finance/225319,The Geneva Finance Research Institute (GFRI) at the University of Geneva offers annually up to three fully funded doctoral positions in a five-year Ph.D. program for excellent students with research aspirations. The program covers the cost of livi...
"Doctoral Researcher (2 positions), Electrical Engineering (Building decentralized, distributed and local micro-grids for decarbonization electrification challenge - IDEAL4GREEN-project)",University of Vaasa,"Vaasa,, Finland",Published 3 weeks ago,Closing on: 2025-01-31,PhD,https://academicpositions.com/ad/university-of-vaasa/2024/doctoral-researcher-2-positions-electrical-engineering-building-decentralized-distributed-and-local-micro-grids-for-decarbonization-electrification-challenge-ideal4green-project/225334,"The University of Vaasa creates an inspiring environment for meaningful work as part of a thriving and diverse university community. Our open-minded, multidisciplinary research responds to the challenges of our time and creates a more responsible ..."
"Doctoral Researcher (polymer chemistry, physical organic chemistry, self-assembled systems, drug delivery)",Tampere University,"Tampere,, Finland",Published 3 weeks ago,Closing in: 23 hours,PhD,https://academicpositions.com/ad/tampere-university/2024/doctoral-researcher-polymer-chemistry-physical-organic-chemistry-self-assembled-systems-drug-delivery/225341,"Tampere University and Tampere University of Applied Sciences create a unique environment for multidisciplinary, inspirational and high-impact research and education. Our universities community has its competitive edges in technology, health and s..."
PhD position in Multi-scale Modelling and Simulation of Polymer and Antiferromagnet Composites,Norwegian University of Science and Technology (NTNU),"Gjøvik,, Norway",Published 3 weeks ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/norwegian-university-of-science-and-technology/2024/phd-position-in-multi-scale-modelling-and-simulation-of-polymer-and-antiferromagnet-composites/225348,"About the jobWe have an open PhD position in multi-scale modeling and simulations of polymer and antiferromagnet (AFM) composites for spintronics at the Department of Manufacturing and Civil Engineering, NTNU.Spintronics, which manipulates the mag..."
Doctoral appointment in Biology,Karlstad University,"Karlstad,, Sweden",Published 3 weeks ago,Closing in: 4 days,PhD,https://academicpositions.com/ad/karlstad-university/2024/doctoral-appointment-in-biology/225353,Sapere Aude—dare to be wise—is our motto. Our students and employees develop knowledge and expertise that enrich both people and the world around them. Our academic environment is characterised by ...
Doctoral scholarship holder computer vision for biomedical inspection.,University of Antwerp,"Antwerp,, Belgium",Published 3 weeks ago,Closing on: 2024-12-10,PhD,https://academicpositions.com/ad/university-of-antwerp/2024/doctoral-scholarship-holder-computer-vision-for-biomedical-inspection/225355,"Let’s shape the future - University of AntwerpThe University of Antwerp is a dynamic, forward-thinking, European university. We offer an innovative academic education to more than 20000 students, c..."
2 PhD positions are available on the ERC project: Computational Modelling of Tangible Objects on Multisensory Interfaces - TANGO,Université catholique de Louvain,"Louvain-la-Neuve,, Belgium",Published 3 weeks ago,Closing on: 2024-12-31,PhD,https://academicpositions.com/ad/universite-catholique-de-louvain/2024/2-phd-positions-are-available-on-the-erc-project-computational-modelling-of-tangible-objects-on-multisensory-interfaces-tango/225360,Supervisor: Dr. David Gueorguiev2 PhD positions are available on the ERC project: Computational Modelling of Tangible Objects on Multisensory Interfaces - TANGO -The project:Current interactive systems provide realistic audio-visual feedback while...
Doctoral student in Sustainable scaling of seaweed production and processing,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing in: 24 hours,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-sustainable-scaling-of-seaweed-production-and-processing/225361,Project descriptionThird-cycle subject: Industrial EcologyThis PhD project is a collaborative knowledge exchange initiative between Sweden (KTH Royal Institute of Technology and the FORMAS-funded B...
PhD position on quantum sensing of biomolecules and their chemical stimuli (P2403) 100%,University of Basel,"Basel,, Switzerland",Published 4 days ago,Closing on: 2024-12-27,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position-on-quantum-sensing-of-biomolecules-and-their-chemical-stimuli-p2403-100/226257,"For the prestigious PhD school of the Swiss Nanoscience Institute (SNI), we solicit applications for a paid 4-year PhD student position in the Biomolecular Nano-Dynamics group at the Dept. of Chemi..."
Doctoral students in Wireless Networks with Large AI Models,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2024-12-19,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-students-in-wireless-networks-with-large-ai-models/225364,"Project descriptionThird-cycle subject: Electrical EngineeringWith the development of computing and communication technologies, and emerging data-driven applications, e.g., IoT based intelligent sy..."
Doctoral student in Programming Languages and Large Language Models,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2024-12-18,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-programming-languages-and-large-language-models/225367,"Project descriptionThird-cycle subject: Information and Communication TechnologyThe doctoral student position focuses on fundamental research combining programming languages theory, compilers, and ..."
Doctoral student in AUVs for Optimizing Use of Ocean Spaces,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2024-12-19,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-auvs-for-optimizing-use-of-ocean-spaces/225368,"Project descriptionThird-cycle subject: Vehicle and Maritime EngineeringKTH Royal Institute of Technology is part of Blue Food – Centre for the Future of Seafood, a nationally funded initiative aim..."
Doctoral student in Critical cartography and spatial analysis,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2024-12-09,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-critical-cartography-and-spatial-analysis/225370,"Project descriptionThird-cycle subject: ArchitectureIn this project, you will develop spatial analysis and mapping as knowledge challenges from a critical cartography and mapping perspective – how ..."
Ph.D position in Sustainable Energy Materials,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2024-12-16,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/phd-position-in-sustainable-energy-materials/225374,"Project descriptionThird-cycle subject: Applied PhysicsThe Light & Matter Physics Division conducts both fundamental and applied research across multitude scientific fields, with a strong focus on ..."
Doctoral student in soil and rock mechanics (climate adaption),KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing in: 5 days,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-soil-and-rock-mechanics-climate-adaption/225375,Project descriptionThird-cycle subject: Civil and architectural engineering (specialization in soil and rock mechanics)We are seeking a doctoral student to join the Division of Soil and Rock Mechan...
Doctoral students in Large Language Model inferencing,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2025-01-17,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-students-in-large-language-model-inferencing/225376,"Project descriptionThird-cycle subject: Computer ScienceThe advertised doctoral student positions are within an ambitious, 5-year Wallenberg Scholar project titled “Scalable and adaptive inferencin..."
Doctoral student in physical chemistry & environmental chemistry,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2025-01-07,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-physical-chemistry-environmental-chemistry/225379,Project descriptionThird-cycle subject: ChemistryDetection of Criegee intermediates and investigation of their reactions in Earth’s atmosphereThe composition of Earth’s atmosphere and its ability t...
Doctoral student in Theoretical Condensed Matter Physics,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2024-12-16,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-theoretical-condensed-matter-physics/225381,Project descriptionThird-cycle subject: PhysicsThe group of Egor Babaev  at the Department of Physics of KTH Royal Institute of Technology has an opening for two Doctoral students in the field of t...
Doctoral student in Membrane integration/intensification for CRM recovery,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2024-12-16,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-membrane-integrationintensification-for-crm-recovery/225383,"Project descriptionThird-cycle subject: Chemical Science and EngineeringThis doctoral position is offered by the Division of Resource Recovery, within the Department of Chemical Engineering. Our re..."
Doctoral student in crystallization for CRM recovery,KTH Royal Institute of Technology,"Stockholm,, Sweden",Published 3 weeks ago,Closing on: 2024-12-16,PhD,https://academicpositions.com/ad/kth-royal-institute-of-technology/2024/doctoral-student-in-crystallization-for-crm-recovery/225384,"Project descriptionThird-cycle subject: CHE Chemical Science and EngineeringThis doctoral position is offered by the Division of Resource Recovery, within the Department of Chemical Engineering. Ou..."
PhD position on data-driven healthcare models for pandemic preparation,University of Twente,"Enschede,, The Netherlands",Published 4 days ago,Closing on: 2024-12-30,PhD,https://academicpositions.com/ad/university-of-twente/2024/phd-position-on-data-driven-healthcare-models-for-pandemic-preparation/226258,"Job descriptionAccess to care is a fundamental human right to be maintained even during a health crisis. Pandemics, large outbreaks of infectious diseases such as influenza, or outbreaks of high-co..."
2 Doctoral positions in Latin and Greek Literature,University of Basel,"Basel,, Switzerland",Published 3 weeks ago,Closing in: 5 days,PhD,https://academicpositions.com/ad/university-of-basel/2024/2-doctoral-positions-in-latin-and-greek-literature/225411,"The Department of Ancient Civilizations is home to all disciplines within the Faculty of Humanities and Social Sciences concerned with the ancient world (archaeology, history, literature). The Depa..."
PhD Position,University of Basel,"Basel,, Switzerland",Published 3 weeks ago,Closing in: 4 days,PhD,https://academicpositions.com/ad/university-of-basel/2024/phd-position/225412,The Department of Biomedicine is a joint effort between the University of Basel and the University Hospitals Basel. It unites basic and clinical scientists to advance our understanding of health an...
